{'sample_size': 1000, 'difference': -56, 'noise': 0.001, 'n': 60, 'shap_error': 0.0008517293184572948}
{'sample_size': 1000, 'difference': -94, 'noise': 0.005, 'n': 60, 'shap_error': 0.0008899818048850769}
{'sample_size': 1000, 'difference': -97, 'noise': 0.01, 'n': 60, 'shap_error': 0.0010269847417619135}
{'sample_size': 1000, 'difference': -55, 'noise': 0.05, 'n': 60, 'shap_error': 0.0011152050485372874}
{'sample_size': 1000, 'difference': -99, 'noise': 0.1, 'n': 60, 'shap_error': 0.0012587701926714068}
{'sample_size': 1000, 'difference': -64, 'noise': 0.5, 'n': 60, 'shap_error': 0.009857615629768732}
{'sample_size': 1000, 'difference': -10, 'noise': 1, 'n': 60, 'shap_error': 0.035749552349492425}
{'sample_size': 1000, 'difference': -78, 'noise': 0.0005, 'n': 60, 'shap_error': 0.0009791352376252041}
{'sample_size': 1000, 'difference': -11, 'noise': 0.001, 'n': 60, 'shap_error': 0.0011678947574654747}
{'sample_size': 1000, 'difference': -91, 'noise': 0.005, 'n': 60, 'shap_error': 0.0010657617269091678}
{'sample_size': 1000, 'difference': -73, 'noise': 0.01, 'n': 60, 'shap_error': 0.0007072343293734951}
{'sample_size': 1000, 'difference': -101, 'noise': 0.05, 'n': 60, 'shap_error': 0.0009264788947953914}
{'sample_size': 1000, 'difference': -100, 'noise': 0.1, 'n': 60, 'shap_error': 0.0014580667291260998}
{'sample_size': 1000, 'difference': -35, 'noise': 0.5, 'n': 60, 'shap_error': 0.004449950448148211}
{'sample_size': 1000, 'difference': -124, 'noise': 1, 'n': 60, 'shap_error': 0.019170429754059217}
{'sample_size': 1000, 'difference': -6, 'noise': 0.0005, 'n': 60, 'shap_error': 4.736575204530921e-05}
{'sample_size': 1000, 'difference': -76, 'noise': 0.001, 'n': 60, 'shap_error': 5.4472207125143815e-05}
{'sample_size': 1000, 'difference': -75, 'noise': 0.005, 'n': 60, 'shap_error': 4.3076891167111824e-05}
{'sample_size': 1000, 'difference': -40, 'noise': 0.01, 'n': 60, 'shap_error': 3.8576689966320424e-05}
{'sample_size': 1000, 'difference': -28, 'noise': 0.05, 'n': 60, 'shap_error': 0.00014618025231110188}
{'sample_size': 1000, 'difference': -72, 'noise': 0.1, 'n': 60, 'shap_error': 0.00027794405173341694}
{'sample_size': 1000, 'difference': -32, 'noise': 0.5, 'n': 60, 'shap_error': 0.003000084479759462}
{'sample_size': 1000, 'difference': -75, 'noise': 1, 'n': 60, 'shap_error': 0.012767488569874318}
{'sample_size': 1000, 'difference': -57, 'noise': 0.0005, 'n': 60, 'shap_error': 0.0014960838173845243}
{'sample_size': 1000, 'difference': -104, 'noise': 0.001, 'n': 60, 'shap_error': 0.0016190520569695957}
{'sample_size': 1000, 'difference': -40, 'noise': 0.005, 'n': 60, 'shap_error': 0.0012260081977375071}
{'sample_size': 1000, 'difference': -91, 'noise': 0.01, 'n': 60, 'shap_error': 0.0010207038852639348}
