{'sample_size': 1000, 'difference': 4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.022795956224475826, 'weighted_error': 1.0000426937953775}
{'sample_size': 1000, 'difference': 6, 'noise': 0.001, 'n': 10, 'shap_error': 0.010138352801756406, 'weighted_error': 1.0000189873059322}
{'sample_size': 1000, 'difference': -2, 'noise': 0.005, 'n': 10, 'shap_error': 0.017414913201098458, 'weighted_error': 1.0000326157501682}
{'sample_size': 1000, 'difference': -1, 'noise': 0.01, 'n': 10, 'shap_error': 0.021799593027862114, 'weighted_error': 1.0000408218015362}
{'sample_size': 1000, 'difference': -5, 'noise': 0.05, 'n': 10, 'shap_error': 0.026037789256272682, 'weighted_error': 1.0000487647176388}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.07199850510550644, 'weighted_error': 1.0001346384488192}
{'sample_size': 1000, 'difference': 8, 'noise': 0.5, 'n': 10, 'shap_error': 0.00986301123498649, 'weighted_error': 1.000011026339617}
{'sample_size': 1000, 'difference': 6, 'noise': 1, 'n': 10, 'shap_error': 0.09439162445890102, 'weighted_error': 1.000095103558531}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0007575621272747333, 'weighted_error': 1.0000442602798787}
{'sample_size': 1000, 'difference': 8, 'noise': 0.001, 'n': 10, 'shap_error': 0.000538370656827167, 'weighted_error': 1.0000314584526337}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0023408924426918483, 'weighted_error': 1.000136805562949}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.0006990653154293087, 'weighted_error': 1.00004082674648}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.0004960144638188749, 'weighted_error': 1.0000289745956825}
{'sample_size': 1000, 'difference': 2, 'noise': 0.1, 'n': 10, 'shap_error': 0.003690232543259641, 'weighted_error': 1.0002074542249924}
{'sample_size': 1000, 'difference': -3, 'noise': 0.5, 'n': 10, 'shap_error': 0.009500692707509858, 'weighted_error': 1.000487224750617}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.015697849416147557, 'weighted_error': 1.0009095909472112}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.00951524732521308, 'weighted_error': 1.0000244135023504}
{'sample_size': 1000, 'difference': -2, 'noise': 0.001, 'n': 10, 'shap_error': 0.015548134139704229, 'weighted_error': 1.000039891808709}
{'sample_size': 1000, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.01643181507142529, 'weighted_error': 1.00004215885261}
{'sample_size': 1000, 'difference': -1, 'noise': 0.01, 'n': 10, 'shap_error': 0.01396924418748555, 'weighted_error': 1.0000358379748104}
{'sample_size': 1000, 'difference': 4, 'noise': 0.05, 'n': 10, 'shap_error': 0.01699263797280924, 'weighted_error': 1.0000434585618545}
{'sample_size': 1000, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.015595448738307274, 'weighted_error': 1.0000395693408417}
{'sample_size': 1000, 'difference': -4, 'noise': 0.5, 'n': 10, 'shap_error': 0.01277567395037837, 'weighted_error': 1.0000270410024514}
{'sample_size': 1000, 'difference': 4, 'noise': 1, 'n': 10, 'shap_error': 0.051138971319461636, 'weighted_error': 1.0000997707377806}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0020723397557748393, 'weighted_error': 1.000032750399899}
{'sample_size': 1000, 'difference': 9, 'noise': 0.001, 'n': 10, 'shap_error': 0.0024427239078168837, 'weighted_error': 1.0000385972249075}
{'sample_size': 1000, 'difference': 2, 'noise': 0.005, 'n': 10, 'shap_error': 0.002386619697558538, 'weighted_error': 1.0000377109998788}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.0038195459883521472, 'weighted_error': 1.0000603579371488}
{'sample_size': 1000, 'difference': -3, 'noise': 0.05, 'n': 10, 'shap_error': 0.001958104034417056, 'weighted_error': 1.0000306460089314}
{'sample_size': 1000, 'difference': 2, 'noise': 0.1, 'n': 10, 'shap_error': 0.0062856695683122426, 'weighted_error': 1.0000761365178943}
{'sample_size': 1000, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.007854468448367607, 'weighted_error': 1.0000695923950846}
{'sample_size': 1000, 'difference': 1, 'noise': 1, 'n': 10, 'shap_error': 0.04231457137430131, 'weighted_error': 1.0004505821002097}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0059630230078562725, 'weighted_error': 1.00006837727647}
{'sample_size': 1000, 'difference': 8, 'noise': 0.001, 'n': 10, 'shap_error': 0.0025342081682833023, 'weighted_error': 1.0000290532569782}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.008482455087263396, 'weighted_error': 1.0000972608500518}
{'sample_size': 1000, 'difference': -1, 'noise': 0.01, 'n': 10, 'shap_error': 0.0018566677204976101, 'weighted_error': 1.0000212877799632}
{'sample_size': 1000, 'difference': 5, 'noise': 0.05, 'n': 10, 'shap_error': 0.010845989362229995, 'weighted_error': 1.000123727871584}
{'sample_size': 1000, 'difference': 4, 'noise': 0.1, 'n': 10, 'shap_error': 0.003377194361230007, 'weighted_error': 1.0000377361894932}
{'sample_size': 1000, 'difference': -6, 'noise': 0.5, 'n': 10, 'shap_error': 0.014346569362781853, 'weighted_error': 1.0001397518284798}
{'sample_size': 1000, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.01799262575819531, 'weighted_error': 1.0002003651132803}
{'sample_size': 1000, 'difference': -6, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0016829705811983735, 'weighted_error': 1.000030294657274}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.002724820651921531, 'weighted_error': 1.0000490370131974}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.000826505176476208, 'weighted_error': 1.0000148688598338}
{'sample_size': 1000, 'difference': -2, 'noise': 0.01, 'n': 10, 'shap_error': 0.0009106565065836161, 'weighted_error': 1.0000163747179638}
{'sample_size': 1000, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.0014751082148490764, 'weighted_error': 1.0000257721083838}
{'sample_size': 1000, 'difference': -6, 'noise': 0.1, 'n': 10, 'shap_error': 0.004579549532937071, 'weighted_error': 1.0000799237857023}
{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.015375273260441285, 'weighted_error': 1.0002738822594193}
{'sample_size': 1000, 'difference': 6, 'noise': 1, 'n': 10, 'shap_error': 0.03142798586852834, 'weighted_error': 1.0005542814876485}
{'sample_size': 1000, 'difference': 10, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0011327736676171392, 'weighted_error': 1.0000249494983529}
{'sample_size': 1000, 'difference': -1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0014108569460889718, 'weighted_error': 1.0000310736840121}
{'sample_size': 1000, 'difference': 1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0012629511558380252, 'weighted_error': 1.000027814276957}
{'sample_size': 1000, 'difference': -5, 'noise': 0.01, 'n': 10, 'shap_error': 0.0008768418357256042, 'weighted_error': 1.0000193091127374}
{'sample_size': 1000, 'difference': 8, 'noise': 0.05, 'n': 10, 'shap_error': 0.0012066369147098607, 'weighted_error': 1.0000253972847981}
{'sample_size': 1000, 'difference': -6, 'noise': 0.1, 'n': 10, 'shap_error': 0.0007888742437003264, 'weighted_error': 1.0000168669465952}
{'sample_size': 1000, 'difference': 6, 'noise': 0.5, 'n': 10, 'shap_error': 0.008604027739609091, 'weighted_error': 1.000176759741655}
{'sample_size': 1000, 'difference': -5, 'noise': 1, 'n': 10, 'shap_error': 0.06412421253907283, 'weighted_error': 1.0005991708216337}
{'sample_size': 1000, 'difference': -1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0006655563825286263, 'weighted_error': 1.000068932526187}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.0007423407635895167, 'weighted_error': 1.00007689341874}
{'sample_size': 1000, 'difference': -2, 'noise': 0.005, 'n': 10, 'shap_error': 0.0004989056092634807, 'weighted_error': 1.0000510921859416}
{'sample_size': 1000, 'difference': 4, 'noise': 0.01, 'n': 10, 'shap_error': 0.00020136923866119106, 'weighted_error': 1.0000185314566394}
{'sample_size': 1000, 'difference': 1, 'noise': 0.05, 'n': 10, 'shap_error': 0.0006888035318424271, 'weighted_error': 1.0000685342422018}
{'sample_size': 1000, 'difference': 3, 'noise': 0.1, 'n': 10, 'shap_error': 0.0018020034395809, 'weighted_error': 1.0001736028987738}
{'sample_size': 1000, 'difference': -1, 'noise': 0.5, 'n': 10, 'shap_error': 0.016259898566097924, 'weighted_error': 1.0014050316252996}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.08032472112904046, 'weighted_error': 1.001930035620299}
{'sample_size': 1000, 'difference': 1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.009127075553516164, 'weighted_error': 1.0000779890619478}
{'sample_size': 1000, 'difference': -6, 'noise': 0.001, 'n': 10, 'shap_error': 0.01750818074434094, 'weighted_error': 1.000149615061985}
{'sample_size': 1000, 'difference': 5, 'noise': 0.005, 'n': 10, 'shap_error': 0.004768891114738631, 'weighted_error': 1.000040744027286}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.00419075224903787, 'weighted_error': 1.0000357768916148}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.0032267789404143814, 'weighted_error': 1.000026518610414}
{'sample_size': 1000, 'difference': 2, 'noise': 0.1, 'n': 10, 'shap_error': 0.008324544211478536, 'weighted_error': 1.0000665977477767}
{'sample_size': 1000, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.022247130224701407, 'weighted_error': 1.0000843241520823}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.11000172105101735, 'weighted_error': 1.000710621373122}
{'sample_size': 1000, 'difference': 2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0031240400712473125, 'weighted_error': 1.0000547967329558}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0033356109548410874, 'weighted_error': 1.0000585092451562}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.006931371728083535, 'weighted_error': 1.000121560415404}
{'sample_size': 1000, 'difference': -2, 'noise': 0.01, 'n': 10, 'shap_error': 0.005377828481516043, 'weighted_error': 1.0000943173237322}
{'sample_size': 1000, 'difference': 1, 'noise': 0.05, 'n': 10, 'shap_error': 0.0020383000599987376, 'weighted_error': 1.0000355750534726}
{'sample_size': 1000, 'difference': 7, 'noise': 0.1, 'n': 10, 'shap_error': 0.0029028883832865797, 'weighted_error': 1.0000460757900216}
{'sample_size': 1000, 'difference': -6, 'noise': 0.5, 'n': 10, 'shap_error': 0.002517452299623856, 'weighted_error': 1.0000369347042544}
{'sample_size': 1000, 'difference': 2, 'noise': 1, 'n': 10, 'shap_error': 0.029993673139263745, 'weighted_error': 1.0004721652129238}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.05323710165648919, 'weighted_error': 1.0000694406189574}
{'sample_size': 1000, 'difference': 4, 'noise': 0.001, 'n': 10, 'shap_error': 0.025694361641526924, 'weighted_error': 1.0000335127503688}
{'sample_size': 1000, 'difference': -2, 'noise': 0.005, 'n': 10, 'shap_error': 0.0753075821616309, 'weighted_error': 1.0000982262115508}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.035862819820221346, 'weighted_error': 1.0000467743363906}
{'sample_size': 1000, 'difference': -3, 'noise': 0.05, 'n': 10, 'shap_error': 0.03223473223676922, 'weighted_error': 1.000042016304009}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.06447872218943228, 'weighted_error': 1.0000838778418872}
{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.06172196845895528, 'weighted_error': 1.0000732177463205}
{'sample_size': 1000, 'difference': 1, 'noise': 1, 'n': 10, 'shap_error': 0.07740511471047533, 'weighted_error': 1.000097949579856}
{'sample_size': 1000, 'difference': -3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.004115599881562753, 'weighted_error': 1.0000802725345583}
{'sample_size': 1000, 'difference': -2, 'noise': 0.001, 'n': 10, 'shap_error': 0.005094554714162683, 'weighted_error': 1.0000993817769162}
{'sample_size': 1000, 'difference': -4, 'noise': 0.005, 'n': 10, 'shap_error': 0.005377824943607568, 'weighted_error': 1.0001048992705055}
{'sample_size': 1000, 'difference': -5, 'noise': 0.01, 'n': 10, 'shap_error': 0.0014940195179369386, 'weighted_error': 1.0000291428037347}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.002375994184359329, 'weighted_error': 1.000044584911271}
{'sample_size': 1000, 'difference': -2, 'noise': 0.1, 'n': 10, 'shap_error': 0.004283194539083723, 'weighted_error': 1.0000835225432565}
{'sample_size': 1000, 'difference': 6, 'noise': 0.5, 'n': 10, 'shap_error': 0.00940530892653754, 'weighted_error': 1.000152993115836}
{'sample_size': 1000, 'difference': 7, 'noise': 1, 'n': 10, 'shap_error': 0.0842652649053183, 'weighted_error': 1.0006248402770186}
{'sample_size': 1000, 'difference': 6, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0030253584831678774, 'weighted_error': 1.0000532629654881}
{'sample_size': 1000, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.003114744800733502, 'weighted_error': 1.0000548388305979}
{'sample_size': 1000, 'difference': 1, 'noise': 0.005, 'n': 10, 'shap_error': 0.004365049309598586, 'weighted_error': 1.0000767898812744}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.003239623859958164, 'weighted_error': 1.0000570326236045}
{'sample_size': 1000, 'difference': -1, 'noise': 0.05, 'n': 10, 'shap_error': 0.002290579622950321, 'weighted_error': 1.0000400164507168}
{'sample_size': 1000, 'difference': 9, 'noise': 0.1, 'n': 10, 'shap_error': 0.0014967212410719989, 'weighted_error': 1.0000261087587894}
{'sample_size': 1000, 'difference': 3, 'noise': 0.5, 'n': 10, 'shap_error': 0.011193202233616955, 'weighted_error': 1.0001910430308942}
{'sample_size': 1000, 'difference': -2, 'noise': 1, 'n': 10, 'shap_error': 0.04285480279732515, 'weighted_error': 1.0006218748176559}
{'sample_size': 1000, 'difference': 4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0005205216709684467, 'weighted_error': 1.0000705070003022}
{'sample_size': 1000, 'difference': 3, 'noise': 0.001, 'n': 10, 'shap_error': 0.0007436899915143203, 'weighted_error': 1.0001007732620137}
{'sample_size': 1000, 'difference': 4, 'noise': 0.005, 'n': 10, 'shap_error': 0.00035508186720678786, 'weighted_error': 1.0000480032411827}
{'sample_size': 1000, 'difference': 2, 'noise': 0.01, 'n': 10, 'shap_error': 0.00020813040788098704, 'weighted_error': 1.0000280823597658}
{'sample_size': 1000, 'difference': -4, 'noise': 0.05, 'n': 10, 'shap_error': 0.0009205429834334165, 'weighted_error': 1.0001194866433873}
{'sample_size': 1000, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.0004756982807434695, 'weighted_error': 1.0000641117211084}
{'sample_size': 1000, 'difference': 9, 'noise': 0.5, 'n': 10, 'shap_error': 0.022901603991553103, 'weighted_error': 1.0008369575038907}
{'sample_size': 1000, 'difference': 7, 'noise': 1, 'n': 10, 'shap_error': 0.036410654149824154, 'weighted_error': 1.003361196043463}
{'sample_size': 1000, 'difference': -10, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0013190782602933708, 'weighted_error': 1.000004904864966}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.005430493406419989, 'weighted_error': 1.0000201876492207}
{'sample_size': 1000, 'difference': 3, 'noise': 0.005, 'n': 10, 'shap_error': 0.006782262878305518, 'weighted_error': 1.0000252086844825}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.0060213455327014125, 'weighted_error': 1.0000223875214744}
{'sample_size': 1000, 'difference': -3, 'noise': 0.05, 'n': 10, 'shap_error': 0.009074443591040114, 'weighted_error': 1.0000336646578354}
{'sample_size': 1000, 'difference': -2, 'noise': 0.1, 'n': 10, 'shap_error': 0.01622429288232744, 'weighted_error': 1.0000602805446144}
{'sample_size': 1000, 'difference': -3, 'noise': 0.5, 'n': 10, 'shap_error': 0.031746009348618355, 'weighted_error': 1.0001171784040859}
{'sample_size': 1000, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.022099100849888864, 'weighted_error': 1.0000816190169657}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.00039061029598320935, 'weighted_error': 1.0000433962261805}
{'sample_size': 1000, 'difference': -3, 'noise': 0.001, 'n': 10, 'shap_error': 0.0004009558047599989, 'weighted_error': 1.0000445295023206}
{'sample_size': 1000, 'difference': -2, 'noise': 0.005, 'n': 10, 'shap_error': 0.0009008405913825837, 'weighted_error': 1.0001000720150308}
{'sample_size': 1000, 'difference': 1, 'noise': 0.01, 'n': 10, 'shap_error': 0.0005554202233198908, 'weighted_error': 1.0000616785347876}
{'sample_size': 1000, 'difference': 5, 'noise': 0.05, 'n': 10, 'shap_error': 0.00036753676210105583, 'weighted_error': 1.0000337265700947}
{'sample_size': 1000, 'difference': -5, 'noise': 0.1, 'n': 10, 'shap_error': 0.0006698147534786065, 'weighted_error': 1.0000540183170887}
{'sample_size': 1000, 'difference': 10, 'noise': 0.5, 'n': 10, 'shap_error': 0.009794835195477667, 'weighted_error': 1.0010636222680178}
{'sample_size': 1000, 'difference': -3, 'noise': 1, 'n': 10, 'shap_error': 0.03472208487356741, 'weighted_error': 1.0018195522806566}
{'sample_size': 1000, 'difference': -3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.01360497979938619, 'weighted_error': 1.0000700945654861}
{'sample_size': 1000, 'difference': 3, 'noise': 0.001, 'n': 10, 'shap_error': 0.0033143442196270426, 'weighted_error': 1.000017078004072}
{'sample_size': 1000, 'difference': 8, 'noise': 0.005, 'n': 10, 'shap_error': 0.007527302004938871, 'weighted_error': 1.0000387768317576}
{'sample_size': 1000, 'difference': 1, 'noise': 0.01, 'n': 10, 'shap_error': 0.007748147185511023, 'weighted_error': 1.0000399076671715}
{'sample_size': 1000, 'difference': 2, 'noise': 0.05, 'n': 10, 'shap_error': 0.006585324812565879, 'weighted_error': 1.000033714147001}
{'sample_size': 1000, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.005869479381173508, 'weighted_error': 1.0000301548824022}
{'sample_size': 1000, 'difference': -5, 'noise': 0.5, 'n': 10, 'shap_error': 0.014794520315450898, 'weighted_error': 1.0000614289561718}
{'sample_size': 1000, 'difference': -5, 'noise': 1, 'n': 10, 'shap_error': 0.036102621134311244, 'weighted_error': 1.0001013912473227}
{'sample_size': 1000, 'difference': 6, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0007124440506736095, 'weighted_error': 1.0000216262330701}
{'sample_size': 1000, 'difference': -5, 'noise': 0.001, 'n': 10, 'shap_error': 0.0021225503672291585, 'weighted_error': 1.0000644170684287}
{'sample_size': 1000, 'difference': 4, 'noise': 0.005, 'n': 10, 'shap_error': 0.0023028551533861843, 'weighted_error': 1.0000698797576248}
{'sample_size': 1000, 'difference': 2, 'noise': 0.01, 'n': 10, 'shap_error': 0.0029995408362360194, 'weighted_error': 1.0000909790483885}
{'sample_size': 1000, 'difference': -7, 'noise': 0.05, 'n': 10, 'shap_error': 0.0014920198213564282, 'weighted_error': 1.000044071476485}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.0017891370353198637, 'weighted_error': 1.000051356728973}
{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.005870072621039743, 'weighted_error': 1.0001405357583102}
{'sample_size': 1000, 'difference': -3, 'noise': 1, 'n': 10, 'shap_error': 0.017684634278939057, 'weighted_error': 1.0005066709453367}
{'sample_size': 1000, 'difference': -1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.005677832938450546, 'weighted_error': 1.0000160083193605}
{'sample_size': 1000, 'difference': -4, 'noise': 0.001, 'n': 10, 'shap_error': 0.015822810400476263, 'weighted_error': 1.0000446187178138}
{'sample_size': 1000, 'difference': -8, 'noise': 0.005, 'n': 10, 'shap_error': 0.012610615210857393, 'weighted_error': 1.0000355565616568}
{'sample_size': 1000, 'difference': 4, 'noise': 0.01, 'n': 10, 'shap_error': 0.010692747783881252, 'weighted_error': 1.0000301534328715}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.027085901344425456, 'weighted_error': 1.0000763679428175}
{'sample_size': 1000, 'difference': 2, 'noise': 0.1, 'n': 10, 'shap_error': 0.013939983453027554, 'weighted_error': 1.0000392690647408}
{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.04301003144909463, 'weighted_error': 1.0001167888259201}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.05770976375613747, 'weighted_error': 1.0001492290708007}
{'sample_size': 1000, 'difference': -4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0018996922268692707, 'weighted_error': 1.0000476608811988}
{'sample_size': 1000, 'difference': 4, 'noise': 0.001, 'n': 10, 'shap_error': 0.0025234680087449918, 'weighted_error': 1.0000633190387744}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.004720898885653393, 'weighted_error': 1.000118443254741}
{'sample_size': 1000, 'difference': 1, 'noise': 0.01, 'n': 10, 'shap_error': 0.0008602615019810231, 'weighted_error': 1.0000215668819554}
{'sample_size': 1000, 'difference': 8, 'noise': 0.05, 'n': 10, 'shap_error': 0.001681177398015967, 'weighted_error': 1.0000395626985548}
{'sample_size': 1000, 'difference': -10, 'noise': 0.1, 'n': 10, 'shap_error': 0.0025458389362533257, 'weighted_error': 1.0000626324865456}
{'sample_size': 1000, 'difference': 1, 'noise': 0.5, 'n': 10, 'shap_error': 0.007847536708585573, 'weighted_error': 1.000196250640432}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.14217604685676408, 'weighted_error': 1.001114906780413}
{'sample_size': 1000, 'difference': -8, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0016040135602624554, 'weighted_error': 1.0000868965421668}
{'sample_size': 1000, 'difference': -1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0007646472622507782, 'weighted_error': 1.0000414217419404}
{'sample_size': 1000, 'difference': -4, 'noise': 0.005, 'n': 10, 'shap_error': 0.0007896112187137219, 'weighted_error': 1.0000427176851439}
{'sample_size': 1000, 'difference': -8, 'noise': 0.01, 'n': 10, 'shap_error': 0.0016925195485076223, 'weighted_error': 1.0000916698158075}
{'sample_size': 1000, 'difference': -1, 'noise': 0.05, 'n': 10, 'shap_error': 0.0008880586674975705, 'weighted_error': 1.0000479530337458}
{'sample_size': 1000, 'difference': -3, 'noise': 0.1, 'n': 10, 'shap_error': 0.002127494782164339, 'weighted_error': 1.0000990280313322}
{'sample_size': 1000, 'difference': -6, 'noise': 0.5, 'n': 10, 'shap_error': 0.004195254879542512, 'weighted_error': 1.000226107828876}
{'sample_size': 1000, 'difference': 9, 'noise': 1, 'n': 10, 'shap_error': 0.03951876458035263, 'weighted_error': 1.0020047852944163}
{'sample_size': 1000, 'difference': 5, 'noise': 0.0005, 'n': 10, 'shap_error': 0.002648748206681744, 'weighted_error': 1.000061066996464}
{'sample_size': 1000, 'difference': -3, 'noise': 0.001, 'n': 10, 'shap_error': 0.006321647030347506, 'weighted_error': 1.0001457769808697}
{'sample_size': 1000, 'difference': -2, 'noise': 0.005, 'n': 10, 'shap_error': 0.004392767939756921, 'weighted_error': 1.0001012924051147}
{'sample_size': 1000, 'difference': 9, 'noise': 0.01, 'n': 10, 'shap_error': 0.0014896818209545546, 'weighted_error': 1.0000343410002732}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.0033564570439590324, 'weighted_error': 1.000077208565705}
{'sample_size': 1000, 'difference': 4, 'noise': 0.1, 'n': 10, 'shap_error': 0.0016527712383871411, 'weighted_error': 1.0000355318302256}
{'sample_size': 1000, 'difference': -2, 'noise': 0.5, 'n': 10, 'shap_error': 0.004252316215418731, 'weighted_error': 1.0000791921724226}
{'sample_size': 1000, 'difference': -8, 'noise': 1, 'n': 10, 'shap_error': 0.046906442418581724, 'weighted_error': 1.0008238338559916}
{'sample_size': 1000, 'difference': -3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0009320156348730842, 'weighted_error': 1.0000643498923867}
{'sample_size': 1000, 'difference': 8, 'noise': 0.001, 'n': 10, 'shap_error': 0.0004976489206486268, 'weighted_error': 1.0000343524631516}
{'sample_size': 1000, 'difference': 3, 'noise': 0.005, 'n': 10, 'shap_error': 0.0006324986114207498, 'weighted_error': 1.00004364511384}
{'sample_size': 1000, 'difference': 5, 'noise': 0.01, 'n': 10, 'shap_error': 0.00024776299782265697, 'weighted_error': 1.0000171038241934}
{'sample_size': 1000, 'difference': -9, 'noise': 0.05, 'n': 10, 'shap_error': 0.0006581419714767943, 'weighted_error': 1.0000453820495598}
{'sample_size': 1000, 'difference': -2, 'noise': 0.1, 'n': 10, 'shap_error': 0.0013160695424823516, 'weighted_error': 1.0000855244955253}
{'sample_size': 1000, 'difference': -1, 'noise': 0.5, 'n': 10, 'shap_error': 0.01314877546882406, 'weighted_error': 1.0005520262975576}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.11510845805330032, 'weighted_error': 1.001486028354437}
{'sample_size': 1000, 'difference': -1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.00016661355585301056, 'weighted_error': 1.0000146782402215}
{'sample_size': 1000, 'difference': 6, 'noise': 0.001, 'n': 10, 'shap_error': 0.000113030062079567, 'weighted_error': 1.0000099459698482}
{'sample_size': 1000, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.00021299358908947064, 'weighted_error': 1.0000187348288225}
{'sample_size': 1000, 'difference': -3, 'noise': 0.01, 'n': 10, 'shap_error': 0.0007927267746198391, 'weighted_error': 1.0000697393261355}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.0005821099274675514, 'weighted_error': 1.0000494462555563}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.00081931715305895, 'weighted_error': 1.000069861454909}
{'sample_size': 1000, 'difference': 8, 'noise': 0.5, 'n': 10, 'shap_error': 0.011138751546178502, 'weighted_error': 1.000969073992952}
{'sample_size': 1000, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.02909852078677099, 'weighted_error': 1.002334154819491}
{'sample_size': 1000, 'difference': 6, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0010204887493290699, 'weighted_error': 1.0000310599628144}
{'sample_size': 1000, 'difference': 5, 'noise': 0.001, 'n': 10, 'shap_error': 0.0008719533814603352, 'weighted_error': 1.0000265349934632}
