{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.37473548257019e-10, 'weighted_error': 0.9999999999993693}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.3747354800158596e-10, 'weighted_error': 0.9999999999993693}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.17221966647431014, 'weighted_error': 1.0030836589770582}
{'sample_size': 1000, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 0.0014259845778360897, 'weighted_error': 1.0000255335764183}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.4973775764787455e-11, 'weighted_error': 0.9999999999996074}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.4973775814721014e-11, 'weighted_error': 0.9999999999996074}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.4973775857447038e-11, 'weighted_error': 0.9999999999996072}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.4973775827599748e-11, 'weighted_error': 0.9999999999996074}
{'sample_size': 500, 'difference': -25, 'noise': 0, 'n': 10, 'shap_error': 0.09370615869270424, 'weighted_error': 1.0032953456513456}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.0004206236844096236, 'weighted_error': 1.0000147906650012}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.918127691274222e-11, 'weighted_error': 0.9999999999993257}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.9181276900321452e-11, 'weighted_error': 0.9999999999993257}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.918127692465131e-11, 'weighted_error': 0.9999999999993257}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.9181276913109626e-11, 'weighted_error': 0.9999999999993257}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 10, 'shap_error': 0.855922952506955, 'weighted_error': 1.0032491463829578}
{'sample_size': 1000, 'difference': -11, 'noise': 0, 'n': 10, 'shap_error': 0.022262147522714958, 'weighted_error': 1.0000845036884212}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.5130818774601347e-10, 'weighted_error': 0.9999999999990683}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.513081878765188e-10, 'weighted_error': 0.9999999999990683}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.513081881608941e-10, 'weighted_error': 0.9999999999990683}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.5130818790440785e-10, 'weighted_error': 0.9999999999990683}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 10, 'shap_error': 0.4936837494528416, 'weighted_error': 1.0035639118271138}
{'sample_size': 1000, 'difference': -5, 'noise': 0, 'n': 10, 'shap_error': 0.003920390487155408, 'weighted_error': 1.0000283021971534}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 9.802381230013082e-11, 'weighted_error': 0.9999999999994496}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 9.802381230026353e-11, 'weighted_error': 0.9999999999994496}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 9.802381227811592e-11, 'weighted_error': 0.9999999999994493}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 9.802381226736718e-11, 'weighted_error': 0.9999999999994497}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'shap_error': 0.08323899222028718, 'weighted_error': 1.0045100186268239}
{'sample_size': 1000, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 0.00036701570474208646, 'weighted_error': 1.0000198840527337}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.1229427632311035e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.1229427651792088e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.1229427695578047e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.122942766285822e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 500, 'difference': -3, 'noise': 0, 'n': 10, 'shap_error': 1.8037215213725397, 'weighted_error': 1.005348381151884}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.010732223212775407, 'weighted_error': 1.0000318243815896}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.5856689087152613e-10, 'weighted_error': 0.9999999999995371}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.5856689080621345e-10, 'weighted_error': 0.9999999999995371}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.5856689086339272e-10, 'weighted_error': 0.9999999999995371}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.5856689094203071e-10, 'weighted_error': 0.9999999999995371}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 10, 'shap_error': 0.13373524318269694, 'weighted_error': 1.005687497633641}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.00044536452713133686, 'weighted_error': 1.0000189381080893}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 5.386262133296152e-11, 'weighted_error': 0.999999999997739}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 5.386262134511984e-11, 'weighted_error': 0.9999999999977389}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 5.386262125884878e-11, 'weighted_error': 0.9999999999977389}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 5.386262131609397e-11, 'weighted_error': 0.9999999999977389}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'shap_error': 0.44732170538709165, 'weighted_error': 1.0037538743196757}
{'sample_size': 1000, 'difference': 3, 'noise': 0, 'n': 10, 'shap_error': 0.002538019885301734, 'weighted_error': 1.0000212990531228}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.346014479432329e-10, 'weighted_error': 0.9999999999960394}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.346014480631277e-10, 'weighted_error': 0.9999999999960396}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.346014478423471e-10, 'weighted_error': 0.9999999999960395}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.346014476087219e-10, 'weighted_error': 0.9999999999960394}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.056809050827364184, 'weighted_error': 1.00175913198205}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.0036972395234609336, 'weighted_error': 1.0001144885390574}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.508830362516886e-12, 'weighted_error': 0.9999999999997718}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.508830370559384e-12, 'weighted_error': 0.9999999999997721}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.508830367281524e-12, 'weighted_error': 0.9999999999997718}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.50883037109645e-12, 'weighted_error': 0.9999999999997721}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 10, 'shap_error': 0.2046070348534713, 'weighted_error': 1.0021591956359588}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.004588468627081454, 'weighted_error': 1.0000484295911676}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.012878384522969e-11, 'weighted_error': 0.9999999999994853}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.012878388840274e-11, 'weighted_error': 0.9999999999994853}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.012878377488231e-11, 'weighted_error': 0.9999999999994854}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.01287838736312e-11, 'weighted_error': 0.9999999999994853}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'shap_error': 0.08370533174736834, 'weighted_error': 1.0024643065420933}
{'sample_size': 1000, 'difference': -5, 'noise': 0, 'n': 10, 'shap_error': 0.0019512166913354567, 'weighted_error': 1.0000574448016186}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.1184070906365925e-10, 'weighted_error': 0.9999999999972019}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.1184070892892303e-10, 'weighted_error': 0.9999999999972019}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.1184070895459983e-10, 'weighted_error': 0.9999999999972019}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.1184070897135181e-10, 'weighted_error': 0.9999999999972019}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'shap_error': 0.6396878937356104, 'weighted_error': 1.0024341023287924}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.023279381924293633, 'weighted_error': 1.0000885771373185}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.0256769335586727e-10, 'weighted_error': 0.9999999999996095}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.0256769332943536e-10, 'weighted_error': 0.9999999999996095}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.0256769331294969e-10, 'weighted_error': 0.9999999999996095}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.0256769333939331e-10, 'weighted_error': 0.9999999999996095}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 10, 'shap_error': 0.281521928992203, 'weighted_error': 1.0029694144242525}
{'sample_size': 1000, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.006861210419172205, 'weighted_error': 1.0000723752487757}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.568307303301743e-11, 'weighted_error': 0.9999999999996659}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.568307307976639e-11, 'weighted_error': 0.9999999999996659}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.568307310521749e-11, 'weighted_error': 0.9999999999996657}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.568307306684389e-11, 'weighted_error': 0.9999999999996657}
{'sample_size': 500, 'difference': 13, 'noise': 0, 'n': 10, 'shap_error': 0.4702417960954044, 'weighted_error': 1.0042286870333588}
{'sample_size': 1000, 'difference': 7, 'noise': 0, 'n': 10, 'shap_error': 0.003043114144402697, 'weighted_error': 1.0000273641770732}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.788859784875816e-11, 'weighted_error': 0.9999999999993027}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.788859776196713e-11, 'weighted_error': 0.9999999999993027}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.788859778056042e-11, 'weighted_error': 0.9999999999993027}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.788859780953234e-11, 'weighted_error': 0.9999999999993027}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 10, 'shap_error': 0.07948108019272655, 'weighted_error': 1.0043063534523802}
{'sample_size': 1000, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.00034207407149978026, 'weighted_error': 1.0000185353108733}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.1229427699063938e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.122942769710094e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.122942761987871e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.1229427655645383e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 500, 'difference': 30, 'noise': 0, 'n': 10, 'shap_error': 0.37396556814409554, 'weighted_error': 1.0070362667049253}
{'sample_size': 1000, 'difference': -2, 'noise': 0, 'n': 10, 'shap_error': 0.0033601141263376, 'weighted_error': 1.0000632170138648}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.6029299188546655e-11, 'weighted_error': 0.9999999999996989}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.602929921268348e-11, 'weighted_error': 0.999999999999699}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.602929918595751e-11, 'weighted_error': 0.9999999999996989}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.602929920001882e-11, 'weighted_error': 0.9999999999996989}
{'sample_size': 500, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 0.1401937548716055, 'weighted_error': 1.0066783430867665}
{'sample_size': 1000, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 0.0018750289441252167, 'weighted_error': 1.0000893577348358}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.0995285125685433e-10, 'weighted_error': 0.999999999994938}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.099528515040387e-10, 'weighted_error': 0.999999999994938}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.0995285138067867e-10, 'weighted_error': 0.9999999999949379}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.0995285142168803e-10, 'weighted_error': 0.999999999994938}
{'sample_size': 500, 'difference': 13, 'noise': 0, 'n': 10, 'shap_error': 0.17539974013312182, 'weighted_error': 1.0026819966135299}
{'sample_size': 1000, 'difference': 8, 'noise': 0, 'n': 10, 'shap_error': 0.0012344977357361337, 'weighted_error': 1.0000188817722684}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 8.113415991725758e-11, 'weighted_error': 0.9999999999987857}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 8.113415979701509e-11, 'weighted_error': 0.9999999999987857}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 8.113415990071463e-11, 'weighted_error': 0.9999999999987857}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 8.113415991150391e-11, 'weighted_error': 0.9999999999987857}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 10, 'shap_error': 0.2930420319733794, 'weighted_error': 1.0032164345921004}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.001978015545259945, 'weighted_error': 1.0000217096535025}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.275705782109352e-11, 'weighted_error': 0.9999999999996592}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.275705783427437e-11, 'weighted_error': 0.9999999999996592}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.275705782414327e-11, 'weighted_error': 0.9999999999996592}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.27570578821804e-11, 'weighted_error': 0.9999999999996592}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.5287087457815359, 'weighted_error': 1.0047545608359305}
{'sample_size': 1000, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 0.007332286213119007, 'weighted_error': 1.0000659355258403}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.788859779550563e-11, 'weighted_error': 0.9999999999993027}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.788859782378611e-11, 'weighted_error': 0.9999999999993027}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.788859778611676e-11, 'weighted_error': 0.9999999999993027}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.788859778423084e-11, 'weighted_error': 0.9999999999993028}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'shap_error': 0.17596982218255217, 'weighted_error': 1.0018560989097491}
{'sample_size': 1000, 'difference': 3, 'noise': 0, 'n': 10, 'shap_error': 0.0023353083502847126, 'weighted_error': 1.000024630615252}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.5683073078003025e-11, 'weighted_error': 0.9999999999996657}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.568307310325683e-11, 'weighted_error': 0.9999999999996657}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.5683073106444635e-11, 'weighted_error': 0.9999999999996656}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.568307303804122e-11, 'weighted_error': 0.9999999999996659}
{'sample_size': 1000, 'difference': -7, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0028866100008930764, 'weighted_error': 1.000043905199658}
{'sample_size': 1000, 'difference': 6, 'noise': 0.001, 'n': 10, 'shap_error': 0.0028053262082563543, 'weighted_error': 1.0000426471931907}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.007954917848739826, 'weighted_error': 1.0001209571439038}
{'sample_size': 1000, 'difference': 6, 'noise': 0.01, 'n': 10, 'shap_error': 0.0018385134327610713, 'weighted_error': 1.0000279598117263}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.0014371320276181114, 'weighted_error': 1.0000211742656606}
