{'sample_size': 16000, 'difference': 224, 'noise': 0, 'n': 60, 'shap_error': 3.5857138095887225e-06}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 60, 'shap_error': 1.8936072535562081e-06}
{'sample_size': 1000, 'difference': -168, 'noise': 0, 'n': 60, 'shap_error': 8.520383250915696e-07}
{'sample_size': 2000, 'difference': 52, 'noise': 0, 'n': 60, 'shap_error': 2.744821386922968e-07}
{'sample_size': 4000, 'difference': 32, 'noise': 0, 'n': 60, 'shap_error': 1.3899593361615202e-07}
{'sample_size': 8000, 'difference': -144, 'noise': 0, 'n': 60, 'shap_error': 7.457931920835465e-08}
{'sample_size': 16000, 'difference': -92, 'noise': 0, 'n': 60, 'shap_error': 3.130170954172988e-08}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 60, 'shap_error': 0.0001686092763547742}
{'sample_size': 1000, 'difference': -54, 'noise': 0, 'n': 60, 'shap_error': 9.193706105581634e-05}
{'sample_size': 2000, 'difference': -32, 'noise': 0, 'n': 60, 'shap_error': 5.265378108062527e-05}
{'sample_size': 4000, 'difference': -92, 'noise': 0, 'n': 60, 'shap_error': 2.5916253091028892e-05}
{'sample_size': 8000, 'difference': 158, 'noise': 0, 'n': 60, 'shap_error': 7.267708026803263e-06}
{'sample_size': 16000, 'difference': -36, 'noise': 0, 'n': 60, 'shap_error': 4.310377483741214e-06}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 60, 'shap_error': 0.0005671601597524325}
{'sample_size': 1000, 'difference': -54, 'noise': 0, 'n': 60, 'shap_error': 0.000193003932517688}
{'sample_size': 2000, 'difference': -66, 'noise': 0, 'n': 60, 'shap_error': 0.0001284169526449144}
{'sample_size': 4000, 'difference': -158, 'noise': 0, 'n': 60, 'shap_error': 4.385380450134975e-05}
{'sample_size': 8000, 'difference': -46, 'noise': 0, 'n': 60, 'shap_error': 2.5043618100986894e-05}
{'sample_size': 16000, 'difference': 90, 'noise': 0, 'n': 60, 'shap_error': 9.651234882795876e-06}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 60, 'shap_error': 0.0005605481342934834}
{'sample_size': 1000, 'difference': -74, 'noise': 0, 'n': 60, 'shap_error': 0.00022227592737420363}
{'sample_size': 2000, 'difference': -16, 'noise': 0, 'n': 60, 'shap_error': 0.00011126055531874868}
{'sample_size': 4000, 'difference': -46, 'noise': 0, 'n': 60, 'shap_error': 5.848414358014413e-05}
{'sample_size': 8000, 'difference': 68, 'noise': 0, 'n': 60, 'shap_error': 1.527291062954287e-05}
{'sample_size': 16000, 'difference': 250, 'noise': 0, 'n': 60, 'shap_error': 1.1735712613604358e-05}
{'sample_size': 500, 'difference': -64, 'noise': 0, 'n': 60, 'shap_error': 0.0004400650011375914}
{'sample_size': 1000, 'difference': -126, 'noise': 0, 'n': 60, 'shap_error': 0.00021646307607463782}
{'sample_size': 2000, 'difference': -4, 'noise': 0, 'n': 60, 'shap_error': 0.00011261477088967138}
{'sample_size': 4000, 'difference': 86, 'noise': 0, 'n': 60, 'shap_error': 4.641300404023881e-05}
{'sample_size': 8000, 'difference': 24, 'noise': 0, 'n': 60, 'shap_error': 3.212951823685806e-05}
{'sample_size': 16000, 'difference': 346, 'noise': 0, 'n': 60, 'shap_error': 1.8368618413768305e-05}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 60, 'shap_error': 0.0002954738395700792}
{'sample_size': 1000, 'difference': -20, 'noise': 0, 'n': 60, 'shap_error': 0.00016325434193276638}
{'sample_size': 2000, 'difference': 34, 'noise': 0, 'n': 60, 'shap_error': 5.511217860877701e-05}
{'sample_size': 4000, 'difference': -86, 'noise': 0, 'n': 60, 'shap_error': 2.791013436531486e-05}
{'sample_size': 8000, 'difference': -4, 'noise': 0, 'n': 60, 'shap_error': 1.2836978715779931e-05}
{'sample_size': 16000, 'difference': 28, 'noise': 0, 'n': 60, 'shap_error': 5.777063389625656e-06}
{'sample_size': 500, 'difference': -64, 'noise': 0, 'n': 60, 'shap_error': 0.00019914163685781777}
{'sample_size': 1000, 'difference': -40, 'noise': 0, 'n': 60, 'shap_error': 6.227545962569704e-05}
{'sample_size': 2000, 'difference': 28, 'noise': 0, 'n': 60, 'shap_error': 3.0297274123173513e-05}
{'sample_size': 4000, 'difference': -152, 'noise': 0, 'n': 60, 'shap_error': 1.4015203193895795e-05}
{'sample_size': 8000, 'difference': 154, 'noise': 0, 'n': 60, 'shap_error': 8.988374427366986e-06}
{'sample_size': 16000, 'difference': 104, 'noise': 0, 'n': 60, 'shap_error': 3.6943360065998504e-06}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 60, 'shap_error': 0.0007403856927895959}
{'sample_size': 1000, 'difference': -74, 'noise': 0, 'n': 60, 'shap_error': 0.0003271401044369428}
{'sample_size': 2000, 'difference': 58, 'noise': 0, 'n': 60, 'shap_error': 0.0001245156981740162}
{'sample_size': 4000, 'difference': 12, 'noise': 0, 'n': 60, 'shap_error': 6.014836430988989e-05}
{'sample_size': 8000, 'difference': 26, 'noise': 0, 'n': 60, 'shap_error': 4.229895975359735e-05}
{'sample_size': 16000, 'difference': 104, 'noise': 0, 'n': 60, 'shap_error': 1.6586768232645765e-05}
{'sample_size': 500, 'difference': -74, 'noise': 0, 'n': 60, 'shap_error': 2.8069160297409097e-06}
{'sample_size': 1000, 'difference': -6, 'noise': 0, 'n': 60, 'shap_error': 6.797928296788462e-07}
{'sample_size': 2000, 'difference': -4, 'noise': 0, 'n': 60, 'shap_error': 3.2568312602549236e-07}
{'sample_size': 4000, 'difference': 90, 'noise': 0, 'n': 60, 'shap_error': 1.5565130913129964e-07}
{'sample_size': 8000, 'difference': -14, 'noise': 0, 'n': 60, 'shap_error': 1.1289102132679313e-07}
{'sample_size': 16000, 'difference': -110, 'noise': 0, 'n': 60, 'shap_error': 3.700979175567939e-08}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 60, 'shap_error': 0.0001785004309921105}
{'sample_size': 1000, 'difference': -36, 'noise': 0, 'n': 60, 'shap_error': 0.00013294690289666094}
{'sample_size': 2000, 'difference': -64, 'noise': 0, 'n': 60, 'shap_error': 5.6589282145601394e-05}
{'sample_size': 4000, 'difference': -68, 'noise': 0, 'n': 60, 'shap_error': 2.6010716314446957e-05}
{'sample_size': 8000, 'difference': -48, 'noise': 0, 'n': 60, 'shap_error': 1.1680353758878353e-05}
{'sample_size': 16000, 'difference': 180, 'noise': 0, 'n': 60, 'shap_error': 8.270017930121294e-06}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 60, 'shap_error': 0.0007209891659139359}
{'sample_size': 1000, 'difference': -86, 'noise': 0, 'n': 60, 'shap_error': 0.0002084502523550464}
{'sample_size': 2000, 'difference': 50, 'noise': 0, 'n': 60, 'shap_error': 0.00010061381793907195}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 60, 'shap_error': 3.584094322306351e-05}
{'sample_size': 8000, 'difference': 112, 'noise': 0, 'n': 60, 'shap_error': 2.2842969948141173e-05}
{'sample_size': 16000, 'difference': 8, 'noise': 0, 'n': 60, 'shap_error': 8.206379055019958e-06}
{'sample_size': 500, 'difference': -82, 'noise': 0, 'n': 60, 'shap_error': 0.001003143175473418}
{'sample_size': 1000, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0002890938481611365}
{'sample_size': 2000, 'difference': -36, 'noise': 0, 'n': 60, 'shap_error': 0.00015435949315731866}
{'sample_size': 4000, 'difference': 132, 'noise': 0, 'n': 60, 'shap_error': 5.9577793066048083e-05}
{'sample_size': 8000, 'difference': 6, 'noise': 0, 'n': 60, 'shap_error': 2.7649300789114115e-05}
{'sample_size': 16000, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 1.4389477704713765e-05}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 60, 'shap_error': 0.0004797778424861778}
{'sample_size': 1000, 'difference': -38, 'noise': 0, 'n': 60, 'shap_error': 0.0003150309638790537}
{'sample_size': 2000, 'difference': 38, 'noise': 0, 'n': 60, 'shap_error': 0.00014934706485295653}
{'sample_size': 4000, 'difference': -126, 'noise': 0, 'n': 60, 'shap_error': 6.267644411598285e-05}
{'sample_size': 8000, 'difference': 82, 'noise': 0, 'n': 60, 'shap_error': 1.770548348907134e-05}
{'sample_size': 16000, 'difference': 82, 'noise': 0, 'n': 60, 'shap_error': 1.5259083377535833e-05}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 60, 'shap_error': 0.0005243806977811336}
{'sample_size': 1000, 'difference': -156, 'noise': 0, 'n': 60, 'shap_error': 0.0002272085162969244}
{'sample_size': 2000, 'difference': 62, 'noise': 0, 'n': 60, 'shap_error': 0.00010352132674197928}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 60, 'shap_error': 4.4546317601864286e-05}
{'sample_size': 8000, 'difference': 8, 'noise': 0, 'n': 60, 'shap_error': 1.886348020651125e-05}
{'sample_size': 16000, 'difference': -142, 'noise': 0, 'n': 60, 'shap_error': 8.927659360359255e-06}
