{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0012129617225360681}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0004215430019612209}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0036074021406290106}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.001435748494617936}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.00024577327881108253}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 4.092166618390074e-05}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0006013077220410629}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 4.102847790401886e-05}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0016288500806820223}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0023729841085410996}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0008003592095737775}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.00018672801100798035}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 1.1337343638812466e-05}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 6.19597564041111e-06}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0007813732627816939}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 6.153228354892843e-05}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.002555665925449732}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0004595860004202931}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 8.525933996683053e-05}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.001046639431123241}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0003993854016164563}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0005617190424485243}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.000914293731483703}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 7.629898417416086e-05}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0009924785560375567}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.0004286126719281561}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.00020735997378573218}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.00042740098326741436}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.00013095863342695667}
{'sample_size': 600, 'difference': -116, 'noise': 0, 'n': 60, 'shap_error': 0.00023007849865736663}
{'sample_size': 300, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.0009827435311928882)}
{'sample_size': 1200, 'difference': -111, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.0002773244777792306)}
{'sample_size': 2400, 'difference': -101, 'noise': 0, 'n': 60, 'shap_error': np.float64(9.058277704865805e-05)}
{'sample_size': 4800, 'difference': -81, 'noise': 0, 'n': 60, 'shap_error': np.float64(4.315149309198712e-05)}
{'sample_size': 9600, 'difference': -41, 'noise': 0, 'n': 60, 'shap_error': np.float64(1.0533906793538555e-05)}
{'sample_size': 300, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.00024327059029675518)}
{'sample_size': 1200, 'difference': -111, 'noise': 0, 'n': 60, 'shap_error': np.float64(4.3283248853008437e-05)}
{'sample_size': 2400, 'difference': -101, 'noise': 0, 'n': 60, 'shap_error': np.float64(8.700946384974601e-05)}
{'sample_size': 4800, 'difference': -81, 'noise': 0, 'n': 60, 'shap_error': np.float64(3.2625031847298555e-05)}
{'sample_size': 9600, 'difference': -41, 'noise': 0, 'n': 60, 'shap_error': np.float64(1.0233262945509291e-05)}
{'sample_size': 300, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.00036004695062012135)}
{'sample_size': 1200, 'difference': -111, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.00015384212406331426)}
{'sample_size': 2400, 'difference': -101, 'noise': 0, 'n': 60, 'shap_error': np.float64(7.533770985028287e-05)}
{'sample_size': 4800, 'difference': -81, 'noise': 0, 'n': 60, 'shap_error': np.float64(3.437075284899978e-05)}
{'sample_size': 9600, 'difference': -41, 'noise': 0, 'n': 60, 'shap_error': np.float64(2.9260676482390227e-05)}
{'sample_size': 300, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.0004288426921106651)}
{'sample_size': 1200, 'difference': -111, 'noise': 0, 'n': 60, 'shap_error': np.float64(8.337960156535469e-05)}
{'sample_size': 2400, 'difference': -101, 'noise': 0, 'n': 60, 'shap_error': np.float64(9.317029443846137e-06)}
{'sample_size': 4800, 'difference': -81, 'noise': 0, 'n': 60, 'shap_error': np.float64(3.223935800599342e-05)}
{'sample_size': 9600, 'difference': -41, 'noise': 0, 'n': 60, 'shap_error': np.float64(3.382563443971858e-05)}
{'sample_size': 300, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.002388873703643546)}
{'sample_size': 1200, 'difference': -111, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.00037702757275340747)}
{'sample_size': 2400, 'difference': -101, 'noise': 0, 'n': 60, 'shap_error': np.float64(6.974719163398802e-05)}
{'sample_size': 4800, 'difference': -81, 'noise': 0, 'n': 60, 'shap_error': np.float64(6.152571467911075e-06)}
{'sample_size': 9600, 'difference': -41, 'noise': 0, 'n': 60, 'shap_error': np.float64(1.579047963334314e-05)}
{'sample_size': 300, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': np.float64(4.9025394757147034e-05)}
{'sample_size': 1200, 'difference': -111, 'noise': 0, 'n': 60, 'shap_error': np.float64(6.863741277831043e-06)}
{'sample_size': 2400, 'difference': -101, 'noise': 0, 'n': 60, 'shap_error': np.float64(6.773313620697985e-06)}
{'sample_size': 4800, 'difference': -81, 'noise': 0, 'n': 60, 'shap_error': np.float64(4.095715853253863e-06)}
{'sample_size': 9600, 'difference': -41, 'noise': 0, 'n': 60, 'shap_error': np.float64(1.0180590050794613e-06)}
{'sample_size': 300, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': np.float64(2.651107109322611e-06)}
{'sample_size': 1200, 'difference': -111, 'noise': 0, 'n': 60, 'shap_error': np.float64(1.40913118380205e-15)}
{'sample_size': 2400, 'difference': -101, 'noise': 0, 'n': 60, 'shap_error': np.float64(2.9372509277941527e-08)}
{'sample_size': 4800, 'difference': -81, 'noise': 0, 'n': 60, 'shap_error': np.float64(1.4641255510683428e-07)}
{'sample_size': 9600, 'difference': -41, 'noise': 0, 'n': 60, 'shap_error': np.float64(2.871669419808725e-07)}
{'sample_size': 300, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.0031740189977413763)}
{'sample_size': 1200, 'difference': -111, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.0010262391114739039)}
{'sample_size': 2400, 'difference': -101, 'noise': 0, 'n': 60, 'shap_error': np.float64(0.00033218873912270724)}
{'sample_size': 4800, 'difference': -81, 'noise': 0, 'n': 60, 'shap_error': np.float64(9.626838321916627e-05)}
